,Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total,coordinates
4397,FOUNTAIN AV,W/O,GORDON ST,AUTO,HW,August 18 2015,TUE,5621.0,5768.0,0.0,0.0,11389.0,"(34.0944046, -118.3201241)"
4398,FOUNTAIN AV,E/I,GORDON ST,AUTO,HW,August 18 2015,TUE,5484.0,5614.0,0.0,0.0,11098.0,"(34.0944046, -118.3201241)"
4399,RIDGELEY DR,N/O,EDGEWOOD PL,AUTO,HW,August 18 2015,TUE,0.0,0.0,215.0,222.0,437.0,"(34.0544907, -118.3535922)"
4400,EDGEWOOD PL,W/O,RIDGELEY DR,AUTO,HW,August 18 2015,TUE,420.0,469.0,0.0,0.0,889.0,"(34.0544907, -118.3535922)"
4401,EDGEWOOD PL,E/O,RIDGELEY DR,AUTO,HW,August 18 2015,TUE,333.0,390.0,0.0,0.0,723.0,"(34.0544907, -118.3535922)"
4402,BURNSIDE AV,N/O,EDGEWOOD PL,AUTO,HW,August 18 2015,TUE,0.0,0.0,164.0,192.0,356.0,"(34.0544681, -118.3525134)"
4403,EDGEWOOD PL,W/O,BURNSIDE AV,AUTO,HW,August 18 2015,TUE,299.0,354.0,0.0,0.0,653.0,"(34.0544681, -118.3525134)"
4404,EDGEWOOD PL,E/O,BURNSIDE AV,AUTO,HW,August 18 2015,TUE,271.0,349.0,0.0,0.0,620.0,"(34.0544681, -118.3525134)"
4405,EL CENTRO AV,N/O,DE LONGPRE AV,AUTO,HW,August 18 2015,TUE,0.0,0.0,2371.0,1993.0,4364.0,"(34.0962052, -118.3237341)"
4406,EL CENTRO AV,S/O,DE LONGPRE AV,AUTO,HW,August 18 2015,TUE,0.0,0.0,1848.0,1734.0,3582.0,"(34.0962052, -118.3237341)"
4407,DE LONGPRE AV,W/O,EL CENTRO AV,AUTO,HW,August 18 2015,TUE,948.0,1553.0,0.0,0.0,2501.0,"(34.0962052, -118.3237341)"
4408,DE LONGPRE AV,E/O,EL CENTRO AV,AUTO,HW,August 18 2015,TUE,674.0,1024.0,0.0,0.0,1698.0,"(34.0962052, -118.3237341)"
4409,KINGSLEY DR,N/O,CLINTON ST,AUTO,HW,August 18 2015,TUE,0.0,0.0,960.0,1021.0,1981.0,"(34.0817075, -118.3034541)"
4410,KINGSLEY DR,S/O,CLINTON ST,AUTO,HW,August 18 2015,TUE,0.0,0.0,834.0,905.0,1739.0,"(34.0817075, -118.3034541)"
4411,CLINTON ST,W/O,KINGSLEY DR,AUTO,HW,August 18 2015,TUE,663.0,617.0,0.0,0.0,1280.0,"(34.0817075, -118.3034541)"
4412,IRVING BL,N/O,CLINTON ST,AUTO,HW,August 18 2015,TUE,0.0,0.0,412.0,438.0,850.0,"(34.0816963, -118.3187565)"
4413,IRVING BL,S/O,CLINTON ST,AUTO,HW,August 18 2015,TUE,0.0,0.0,333.0,366.0,699.0,"(34.0816963, -118.3187565)"
4414,CLINTON ST,W/O,IRVING BL,AUTO,HW,August 18 2015,TUE,958.0,996.0,0.0,,1954.0,"(34.0816963, -118.3187565)"
4415,CLINTON ST,E/O,IRVING BL,AUTO,HW,August 18 2015,TUE,1028.0,1081.0,0.0,0.0,2109.0,"(34.0816963, -118.3187565)"
4416,AVALON BL,N/O,F ST,AUTO,SR,August 18 2015,TUE,0.0,0.0,4585.0,4433.0,9018.0,"(33.7770913, -118.2622352)"
4417,AVALON BL,S/O,F ST,AUTO,SR,August 18 2015,TUE,0.0,0.0,3912.0,3914.0,7826.0,"(33.7770913, -118.2622352)"
4418,F ST,W/O,AVALON BL,AUTO,SR,August 18 2015,TUE,939.0,750.0,0.0,0.0,1689.0,"(33.7770913, -118.2622352)"
4419,F ST,E/O,AVALON BL,AUTO,SR,August 18 2015,TUE,784.0,469.0,0.0,0.0,1253.0,"(33.7770913, -118.2622352)"
4420,HARVARD BL,N/O,MAPLEWOOD AV,AUTO,HW,August 18 2015,TUE,0.0,0.0,540.0,331.0,871.0,"(34.0799067, -118.3046156)"
4421,HARVARD BL,S/O,MAPLEWOOD AV,AUTO,HW,August 18 2015,TUE,0.0,0.0,584.0,380.0,964.0,"(34.0799067, -118.3046156)"
4422,MAPLEWOOD AV,W/O,HARVARD BL,AUTO,HW,August 18 2015,TUE,1136.0,968.0,0.0,0.0,2104.0,"(34.0799067, -118.3046156)"
4423,MAPLEWOOD AV,E/O,HARVARD BL,AUTO,HW,August 18 2015,TUE,1297.0,1103.0,0.0,0.0,2400.0,"(34.0799067, -118.3046156)"
4424,HI POINT ST,N/O,SATURN ST,AUTO,HW,August 19 2015,WED,0.0,0.0,557.0,819.0,1376.0,"(34.0500829, -118.3691528)"
4425,HI POINT ST,S/O,SATURN ST,AUTO,HW,August 19 2015,WED,0.0,0.0,416.0,552.0,968.0,"(34.0500829, -118.3691528)"
4426,SATURN ST,W/O,HI POINT ST,AUTO,HW,August 19 2015,WED,860.0,781.0,0.0,0.0,1641.0,"(34.0500829, -118.3691528)"
4427,SATURN ST,E/O,HI POINT ST,AUTO,HW,August 19 2015,WED,873.0,931.0,0.0,0.0,1804.0,"(34.0500829, -118.3691528)"
4428,5th AV,N/O,30th ST,AUTO,HW,August 19 2015,WED,0.0,0.0,262.0,292.0,554.0,"(34.0276314, -118.3224226)"
4429,5th AV,S/O,30th ST,AUTO,HW,August 19 2015,WED,0.0,0.0,309.0,300.0,609.0,"(34.0276314, -118.3224226)"
4430,30th ST,W/O,5th AV,AUTO,HW,August 19 2015,WED,424.0,662.0,0.0,0.0,1086.0,"(34.0276314, -118.3224226)"
4431,30th ST,E/O,5th AV,AUTO,HW,August 19 2015,WED,367.0,640.0,0.0,0.0,1007.0,"(34.0276314, -118.3224226)"
4432,RIMPAU BL,N/O,HICKORY ST,AUTO,HW,August 19 2015,WED,0.0,0.0,495.0,650.0,1145.0,"(34.0309064, -118.34843)"
4433,RIMPAU BL,S/O,HICKORY ST,AUTO,HW,August 19 2015,WED,0.0,0.0,480.0,626.0,1106.0,"(34.0309064, -118.34843)"
4434,HICKORY ST,W/O,RIMPAU BL,AUTO,HW,August 19 2015,WED,265.0,90.0,0.0,0.0,355.0,"(34.0309064, -118.34843)"
4435,HICKORY ST,E/O,RIMPAU BL,AUTO,HW,August 19 2015,WED,137.0,238.0,0.0,0.0,375.0,"(34.0309064, -118.34843)"
4436,BAIRD AV,AT,SHERMAN WAY,MAN,WV,August 20 2015,THU,0.0,0.0,423.0,778.0,1201.0,"(34.2010801, -118.5373592)"
4437,SHERMAN WAY,AT,BAIRD AV,MAN,WV,August 20 2015,THU,13181.0,15973.0,0.0,0.0,29154.0,"(34.2010801, -118.5373592)"
4438,BREED ST,N/O,6th ST,AUTO,CR,August 20 2015,THU,0.0,0.0,882.0,665.0,1547.0,"(34.0380421, -118.215059)"
4439,BREED ST,S/O,6th ST,AUTO,CR,August 20 2015,THU,0.0,0.0,209.0,224.0,433.0,"(34.0380421, -118.215059)"
4440,6th ST,W/O,BREED ST,AUTO,CR,August 20 2015,THU,1417.0,1444.0,0.0,0.0,2861.0,"(34.0380421, -118.215059)"
4441,6th ST,E/O,BREED ST,AUTO,CR,August 20 2015,THU,1400.0,1178.0,0.0,,2578.0,"(34.0380421, -118.215059)"
4442,AVENUE 51,N/O,MERIDIAN ST,AUTO,CR,August 20 2015,THU,0.0,0.0,3170.0,3903.0,7073.0,"(34.1219569, -118.2045345)"
4443,AVENUE 51,S/O,MERIDIAN ST,AUTO,CR,August 20 2015,THU,0.0,0.0,3058.0,3806.0,6864.0,"(34.1219569, -118.2045345)"
4444,MERIDIAN ST,W/O,AVENUE 51,AUTO,CR,August 20 2015,THU,1083.0,991.0,0.0,0.0,2074.0,"(34.1219569, -118.2045345)"
4445,MERIDIAN ST,E/O,AVENUE 51,AUTO,CR,August 20 2015,THU,988.0,954.0,0.0,0.0,1942.0,"(34.1219569, -118.2045345)"
4446,AVENUE 49,N/O ,YORK BL,AUTO,CR,August 20 2015,THU,0.0,0.0,351.0,287.0,638.0,"(34.121883, -118.2090243)"
4447,AVENUE 49,S/O,YORK BL,AUTO,CR,August 20 2015,THU,0.0,0.0,640.0,492.0,1132.0,"(34.121883, -118.2090243)"
4448,YORK BL,W/O,AVENUE 49,AUTO,CR,August 20 2015,THU,11916.0,11399.0,0.0,0.0,23315.0,"(34.121883, -118.2090243)"
4449,YORK BL,E/O,AVENUE 49,AUTO,CR,August 20 2015,THU,11683.0,11120.0,0.0,0.0,22803.0,"(34.121883, -118.2090243)"
4450,AMADOR PL,N/O,AMADOR ST,AUTO,CR,August 20 2015,THU,0.0,0.0,150.0,254.0,404.0,"(34.0756613, -118.2329853)"
4451,AMADOR PL,S/O,AMADOR ST,AUTO,CR,August 20 2015,THU,0.0,0.0,0.0,2143.0,2143.0,"(34.0756613, -118.2329853)"
4452,AMADOR ST,W/O,AMADOR PL,AUTO,CR,August 20 2015,THU,1701.0,2492.0,0.0,0.0,4193.0,"(34.0756613, -118.2329853)"
4453,AMADOR ST,E/O,AMADOR PL,AUTO,CR,August 20 2015,THU,2617.0,1385.0,0.0,,4002.0,"(34.0756613, -118.2329853)"
4454,WOLLAM ST,N/O,ISABEL DR,AUTO,CR,August 20 2015,THU,0.0,0.0,289.0,309.0,598.0,"(34.1048408, -118.2262357)"
4455,WOLLAM ST,S/O,ISABEL DR,AUTO,CR,August 20 2015,THU,0.0,0.0,145.0,154.0,299.0,"(34.1048408, -118.2262357)"
4456,ISABEL DR,W/O,WOLLAM ST,AUTO,CR,August 20 2015,THU,116.0,90.0,0.0,0.0,206.0,"(34.1048408, -118.2262357)"
4457,ISABEL DR,E/O,WOLLAM ST,AUTO,CR,August 20 2015,THU,99.0,129.0,0.0,0.0,228.0,"(34.1048408, -118.2262357)"
4458,AVALON BL,N/O,GAGE AV,AUTO,CR,August 20 2015,THU,0.0,0.0,10398.0,10899.0,21297.0,"(33.9824875, -118.2651977)"
4459,AVALON BL,S/O,GAGE AV,AUTO,CR,August 20 2015,THU,0.0,0.0,10811.0,10609.0,21420.0,"(33.9824875, -118.2651977)"
4460,GAGE AV,W/O,AVALON BL,AUTO,CR,August 20 2015,THU,14086.0,15044.0,0.0,0.0,29130.0,"(33.9824875, -118.2651977)"
4461,GAGE AV,W/O,AVALON BL  (north road),AUTO,CR,August 20 2015,THU,998.0,0.0,0.0,0.0,998.0,"(33.9824875, -118.2651977)"
4462,GAGE AV,E/O,AVALON BL,AUTO,CR,August 20 2015,THU,15831.0,17460.0,0.0,0.0,33291.0,"(33.9824875, -118.2651977)"
4463,EASTLAKE AV,N/O,ALCAZAR ST,AUTO,CR,August 20 2015,THU,0.0,0.0,2353.0,2096.0,4449.0,"(34.0637336, -118.2059602)"
4464,EASTLAKE AV,S/O,ALCAZAR ST,AUTO,CR,August 20 2015,THU,0.0,0.0,1472.0,1830.0,3302.0,"(34.0637336, -118.2059602)"
4465,ALCAZAR ST,E/O,EASTLAKE AV,AUTO,CR,August 20 2015,THU,3297.0,3791.0,0.0,0.0,7088.0,"(34.0637336, -118.2059602)"
4466,EL DORADO AV,N/O,BLEDSOE ST,AUTO,EV,August 20 2015,THU,0.0,0.0,239.0,195.0,434.0,"(34.3031392, -118.4677356)"
4467,EL DORADO AV,S/O ,BLEDSOE ST,AUTO,EV,August 20 2015,THU,0.0,0.0,575.0,459.0,1034.0,"(34.3031392, -118.4677356)"
4468,BLEDSOE ST,W/O,EL DORADO AV,AUTO,EV,August 20 2015,THU,2505.0,2672.0,0.0,0.0,5177.0,"(34.3031392, -118.4677356)"
4469,BLEDSOE ST,E/O,EL DORADO AV,AUTO,EV,August 20 2015,THU,2244.0,2510.0,0.0,0.0,4754.0,"(34.3031392, -118.4677356)"
4470,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 21 2015,FRI,0.0,0.0,3999.0,0.0,3999.0,"(33.9420506, -118.4230794)"
4471,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 22 2015,SAT,0.0,0.0,2093.0,0.0,2093.0,"(33.9420506, -118.4230794)"
4472,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 23 2015,SUN,0.0,0.0,2041.0,0.0,2041.0,"(33.9420506, -118.4230794)"
4473,WORLD WAY WEST BRIDGE,AT,PERSHING DR,AUTO,WR,August 21 2015,FRI,3563.0,1672.0,0.0,0.0,5235.0,"(33.94169979999999, -118.423408)"
4474,WORLD WAY WEST BRIDGE,AT,PERSHING DR,AUTO,WR,August 22 2015,SAT,1914.0,818.0,0.0,0.0,2732.0,"(33.94169979999999, -118.423408)"
4475,WORLD WAY WEST BRIDGE,AT,PERSHING DR,AUTO,WR,August 23 2015,SUN,1689.0,728.0,0.0,0.0,2417.0,"(33.94169979999999, -118.423408)"
4476,MOTOR AV ,S/O,BANNOCKBURN DR,AUTO,WR,August 21 2015,FRI,0.0,0.0,6694.0,5727.0,12421.0,"(34.0354576, -118.4093515)"
4477,MOTOR AV ,S/O,BANNOCKBURN DR,AUTO,WR,August 22 2015,SAT,0.0,0.0,3930.0,3574.0,7504.0,"(34.0354576, -118.4093515)"
4478,MOTOR AV ,S/O,BANNOCKBURN DR,AUTO,WR,August 23 2015,SUN,0.0,0.0,3234.0,2897.0,6131.0,"(34.0354576, -118.4093515)"
4479,PALISADES DR ,AT,PIEDRA MORADA DR,AUTO,WR,August 25 2015,TUE,765.0,1340.0,0.0,0.0,2105.0,"(34.0728806, -118.5512891)"
4480,PALISADES DR ,AT,PALISADES CT,AUTO,WR,August 25 2015,TUE,2165.0,2428.0,0.0,0.0,4593.0,"(34.0755469, -118.5589871)"
4481,PALISADES DR ,AT,EL BOSQUE CT,AUTO,WR,August 25 2015,TUE,2027.0,2068.0,0.0,0.0,4095.0,"(34.0741741, -118.5565595)"
4482,MILWAUKEE AV,N/O,YORK BL,AUTO,CR,August 25 2015,TUE,0.0,0.0,396.0,604.0,1000.0,"(34.11862929999999, -118.1922606)"
4483,MILWAUKEE AV,S/O,YORK BL,AUTO,CR,August 25 2015,TUE,0.0,0.0,400.0,329.0,729.0,"(34.11862929999999, -118.1922606)"
4484,YORK BL,W/O,MILWAUKEE AV,AUTO,CR,August 25 2015,TUE,9710.0,9487.0,0.0,0.0,19197.0,"(34.11862929999999, -118.1922606)"
4485,YORK BL,E/O,MILWAUKEE AV,AUTO,CR,August 25 2015,TUE,9531.0,9648.0,0.0,0.0,19179.0,"(34.11862929999999, -118.1922606)"
4486,AVALON BL,N/O,E ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,2886.0,2683.0,5569.0,"(33.9986427, -118.265238)"
4487,AVALON BL,S/O,E ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,2918.0,2728.0,5646.0,"(33.9986427, -118.265238)"
4488,E ST,W/O,AVALON BL,AUTO,SR,August 25 2015,TUE,975.0,1005.0,0.0,0.0,1980.0,"(33.9721814, -118.2651814)"
4489,E ST,E/O,AVALON BL,AUTO,SR,August 25 2015,TUE,1193.0,1119.0,0.0,0.0,2312.0,"(33.9721814, -118.2651814)"
4490,AVENUE 54,N/O,BUCHANAN ST,AUTO,CR,August 25 2015,TUE,0.0,0.0,2019.0,1805.0,3824.0,"(34.1185577, -118.1991891)"
4491,AVENUE 54,S/O,BUCHANAN ST,AUTO,CR,August 25 2015,TUE,0.0,0.0,1826.0,1789.0,3615.0,"(34.1185577, -118.1991891)"
4492,BUCHANAN ST,W/O,AVENUE 54,AUTO,CR,August 25 2015,TUE,333.0,302.0,0.0,0.0,635.0,"(34.1185577, -118.1991891)"
4493,BUCHANAN ST,E/O,AVENUE 54,AUTO,CR,August 25 2015,TUE,509.0,317.0,0.0,0.0,826.0,"(34.1185577, -118.1991891)"
4494,AVENUE 51,N/O,RANGE VIEW AV,AUTO,CR,August 25 2015,TUE,0.0,0.0,3861.0,3998.0,7859.0,"(34.1236629, -118.2040644)"
4495,AVENUE 51,S/O,RANGE VIEW AV,AUTO,CR,August 25 2015,TUE,0.0,0.0,3769.0,3962.0,7731.0,"(34.1236629, -118.2040644)"
4496,RANGE VIEW AV,W/O,AVENUE 51,AUTO,CR,August 25 2015,TUE,192.0,185.0,0.0,,377.0,"(34.1236629, -118.2040644)"
4497,RANGE VIEW AV,E/O,AVENUE 51,AUTO,CR,August 25 2015,TUE,248.0,233.0,0.0,0.0,481.0,"(34.1236629, -118.2040644)"
4498,MEYLER ST,N/O,12th ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,908.0,608.0,1516.0,"(33.7333558, -118.2967844)"
4499,MEYLER ST,S/O,12th ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,934.0,625.0,1559.0,"(33.7333558, -118.2967844)"
4500,12th ST,W/O,MEYLER ST,AUTO,SR,August 25 2015,TUE,328.0,298.0,0.0,0.0,626.0,"(33.747661, -118.296996)"
4501,12th ST,E/O,MEYLER ST,AUTO,SR,August 25 2015,TUE,530.0,482.0,0.0,0.0,1012.0,"(33.747661, -118.296996)"
4502,ALGER ST,N/O,SEQUOIA ST,AUTO,HW,August 25 2015,TUE,0.0,0.0,1034.0,1436.0,2470.0,"(34.1361656, -118.2674205)"
4503,ALGER ST,S/O,SEQUOIA ST,AUTO,HW,August 25 2015,TUE,0.0,0.0,1059.0,1428.0,2487.0,"(34.1361656, -118.2674205)"
4504,SEQUOIA ST,W/O,ALGER ST,AUTO,HW,August 25 2015,TUE,108.0,102.0,0.0,0.0,210.0,"(34.1361656, -118.2674205)"
4505,PACIFIC AV,N/O,3rd ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,10530.0,8588.0,19118.0,"(33.7705027, -118.1936591)"
4506,PACIFIC AV,S/O,3rd ST,AUTO,SR,August 25 2015,TUE,0.0,0.0,10393.0,8172.0,18565.0,"(33.7705027, -118.1936591)"
4507,3rd ST,W/O,PACIFIC AV,AUTO,SR,August 25 2015,TUE,444.0,447.0,0.0,0.0,891.0,"(33.7433514, -118.2882614)"
4508,3rd ST,E/O,PACIFIC AV,AUTO,SR,August 25 2015,TUE,360.0,550.0,0.0,0.0,910.0,"(33.7433514, -118.2882614)"
4509,LEDGE AV,S/O,SARAH ST,AUTO,EV,August 25 2015,TUE,0.0,0.0,855.0,1126.0,1981.0,"(34.1540261, -118.3571359)"
4510,LEDGE AV,S/O,CAMARILLO ST,AUTO,EV,August 25 2015,TUE,0.0,0.0,695.0,692.0,1387.0,"(34.1576743, -118.3571365)"
4511,FOOTHILL BL ,AT,POLK ST,AUTO,EV,August 27 2015,THU,0.0,0.0,9955.0,9283.0,19238.0,"(34.3155639, -118.4408072)"
4512,FOOTHILL BL ,AT,BLEDSOE ST,AUTO,EV,August 27 2015,THU,0.0,0.0,5610.0,3867.0,9477.0,"(34.3209625, -118.4477989)"
4513,FOOTHILL BL ,AT,SAYRE ST,AUTO,EV,August 27 2015,THU,0.0,0.0,10949.0,11433.0,22382.0,"(34.3101571, -118.4337995)"
4514,FLETCHER DR,AT,SAN FERNANDO RD,MAN,HW,August 27 2015,THU,0.0,0.0,9294.0,13007.0,22301.0,"(34.1148868, -118.2458572)"
4515,SAN FERNANDO RD,AT,FLETCHER DR,MAN,HW,August 27 2015,THU,15902.0,17277.0,0.0,0.0,33179.0,"(34.1148868, -118.2458572)"
4516,AVALON BL,N/O,97th ST,AUTO,SR,August 30 2015,SUN,0.0,0.0,7886.0,7955.0,15841.0,"(33.9483297, -118.265175)"
4517,AVALON BL,S/O,97tH ST,AUTO,SR,August 30 2015,SUN,0.0,,7898.0,8212.0,16110.0,"(33.9483297, -118.265175)"
4518,97th ST,W/O,AVALON BL,AUTO,SR,August 30 2015,SUN,350.0,402.0,0.0,0.0,752.0,"(33.9483297, -118.265175)"
4519,97th ST,E/O,AVALON BL,AUTO,SR,August 30 2015,SUN,328.0,314.0,0.0,0.0,642.0,"(33.9483297, -118.265175)"
4520,AVALON BL,N/O,97th ST,AUTO,SR,August 31 2015,MON,0.0,0.0,10144.0,8868.0,19012.0,"(33.9483297, -118.265175)"
4521,AVALON BL,S/O,97th ST,AUTO,SR,August 31 2015,MON,0.0,0.0,10153.0,9128.0,19281.0,"(33.9483297, -118.265175)"
4522,97th ST,W/O,AVALON BL,AUTO,SR,August 31 2015,MON,344.0,378.0,0.0,0.0,722.0,"(33.9483297, -118.265175)"
4523,97th ST,E/O,AVALON BL,AUTO,SR,August 31 2015,MON,336.0,278.0,0.0,0.0,614.0,"(33.9483297, -118.265175)"
4524,MULHOLLAND DR BRIDGE,OVER,405 FWY,AUTO,EV,August 31 2015,MON,6674.0,7655.0,0.0,0.0,14329.0,"(34.1312659, -118.4904271)"
4525,CASCADA WAY,N/O,GLENROY AV,AUTO,WR,August 31 2015,MON,0.0,0.0,1332.0,733.0,2065.0,"(34.0785087, -118.4602743)"
4526,CASCADA WAY,S/O,BELLAGIO RD,AUTO,WR,August 31 2015,MON,0.0,0.0,1165.0,670.0,1835.0,"(34.0817698, -118.4622684)"
4527,VINELAND AV,AT,MAGNOLIA BL,MAN,EV,September 01 2015,TUE,0.0,0.0,10859.0,16048.0,26907.0,"(34.1649234, -118.3703208)"
4528,MAGNOLIA BL,AT,VINELAND AV,MAN,EV,September 01 2015,TUE,13301.0,11849.0,0.0,0.0,25150.0,"(34.1649234, -118.3703208)"
4529,ROWENA AV,N/O,AVOCADO ST,AUTO,HW,September 01 2015,TUE,0.0,0.0,1556.0,1205.0,2761.0,"(34.11194589999999, -118.2825103)"
4530,AVOCADO ST,W/O,ROWENA AV,AUTO,HW,September 01 2015,TUE,2413.0,3121.0,0.0,0.0,5534.0,"(34.11194589999999, -118.2825103)"
4531,AVOCADO ST,E/O,ROWENA AV,AUTO,HW,September 01 2015,TUE,3312.0,3630.0,0.0,0.0,6942.0,"(34.11194589999999, -118.2825103)"
4532,ST ANDREWS PL,N/O,11tH ST,AUTO,HW,September 01 2015,TUE,0.0,0.0,1341.0,575.0,1916.0,"(34.0508308, -118.3111618)"
4533,ST ANDREWS PL,S/O,11th ST,AUTO,HW,September 01 2015,TUE,0.0,0.0,473.0,559.0,1032.0,"(34.068035, -118.311968)"
4534,11th ST,W/O,ST ANDREWS PL,AUTO,HW,September 01 2015,TUE,571.0,392.0,0.0,0.0,963.0,"(34.06860959999999, -118.311994)"
4535,11tH ST,E/O ,ST ANDREWS PL,AUTO,HW,September 01 2015,TUE,1876.0,795.0,0.0,0.0,2671.0,"(34.06860959999999, -118.311994)"
4536,FRANKLIN AV,AT,VISTA DEL MAR AV,AUTO,HW,September 02 2015,WED,0.0,0.0,22503.0,14207.0,36710.0,"(34.105249, -118.3240115)"
4537,VISTA DEL MAR AV,N/O,FRANKLIN AV,AUTO,HW,September 02 2015,WED,1981.0,1696.0,0.0,0.0,3677.0,"(34.105249, -118.3240115)"
4538,6th ST,AT,CLOVERDALE AV,AUTO,HW,September 02 2015,WED,12991.0,12800.0,0.0,0.0,25791.0,"(34.064908, -118.3461847)"
4539,CLOVERDALE AV,AT,6th ST,AUTO,HW,September 02 2015,WED,0.0,0.0,1207.0,1703.0,2910.0,"(34.064908, -118.3461847)"
4540,ERWIN ST,AT,CANOGA AV,MAN,WV,September 02 2015,WED,1206.0,4496.0,0.0,0.0,5702.0,"(34.1828639, -118.5973976)"
4541,FOOTHILL BL ,AT,HUBBARD ST,AUTO,EV,September 03 2015,THU,0.0,0.0,10216.0,15858.0,26074.0,"(34.3074606, -118.4303064)"
4542,FOOTHILL BL ,AT,MCCLAY ST,AUTO,EV,September 03 2015,THU,0.0,0.0,11097.0,17014.0,28921.0,"(34.298195, -118.42041)"
4543,OVERLAND AV       ,AT,VENICE BL,AUTO,WR,September 08 2015,TUE,0.0,0.0,15760.0,15932.0,31692.0,"(34.0187726, -118.4070258)"
4544,OVERLAND AV,AT,PALMS BL,AUTO,WR,September 08 2015,TUE,0.0,0.0,16647.0,15192.0,31839.0,"(34.0247379, -118.4116286)"
4545,OVERLAND AV,AT,NATIONAL BL,AUTO,WR,September 08 2015,TUE,0.0,0.0,19199.0,9886.0,29085.0,"(34.0323781, -118.4176755)"
4546,OVERLAND AV,AT,COVENTRY PL,AUTO,WR,September 09 2015,WED,0.0,0.0,21782.0,21089.0,42871.0,"(34.0356387, -118.4200545)"
4547,OVERLAND  AV,AT,PICO BL,AUTO,WR,September 09 2015,WED,0.0,0.0,20216.0,8487.0,28703.0,"(34.0419135, -118.4247675)"
4548,OVERLAND AV,AT,OLYMPIC BL   ,AUTO,WR,September 09 2015,WED,0.0,0.0,6946.0,4555.0,11501.0,"(34.0460129, -118.428166)"
4549,OVERLAND AV,AT,MISSOURI AV,AUTO,WR,September 09 2015,WED,0.0,0.0,4180.0,5184.0,9364.0,"(34.050315, -118.4319007)"
4550,JUANITA AV / SCHOOL DRIVEWAY,AT,3rd ST,MAN,HW,September 09 2015,WED,0.0,0.0,494.0,458.0,952.0,"(34.0689439, -118.3224514)"
4551,3rd ST,AT,JUANITA AV / SCHOOL DRIVEWAY,MAN,HW,September 09 2015,WED,13320.0,11461.0,0.0,0.0,24781.0,"(34.069054, -118.289406)"
4552,WESTERN AV,N/O,88th ST,AUTO,SR,September 13 2015,SUN,0.0,0.0,11724.0,11237.0,22961.0,"(33.9581631, -118.309023)"
4553,WESTERN AV,S/O,88th ST,AUTO,SR,September 13 2015,SUN,0.0,0.0,11618.0,11242.0,22860.0,"(33.9581631, -118.309023)"
4554,88th ST,W/O,WESTERN AV,AUTO,SR,September 13 2015,SUN,263.0,181.0,0.0,0.0,444.0,"(33.9581631, -118.309023)"
4555,WESTERN AV,N/O,88th ST,AUTO,SR,September 14 2015,MON,0.0,0.0,13660.0,13100.0,26760.0,"(33.9581631, -118.309023)"
4556,WESTERN AV,S/O,88tH ST,AUTO,SR,August 14 2015,MON,0.0,0.0,13559.0,13069.0,26628.0,"(33.9581631, -118.309023)"
4557,88tH ST,W/O,WESTERN AV,AUTO,SR,August 14 2015,MON,239.0,164.0,0.0,0.0,403.0,"(33.9581631, -118.309023)"
4558,ARLINGTON AV,AT,67th ST,AUTO,SR,September 14 2015,MON,0.0,0.0,652.0,407.0,1059.0,"(33.9782045, -118.3187303)"
4559,67th ST,AT,ARLINGTON AV,AUTO,SR,September 14 2015,MON,1298.0,1580.0,0.0,0.0,2878.0,"(33.9782045, -118.3187303)"
4560,CLEON AV,AT,OXNARD ST,MAN,EV,September 16 2015,WED,0.0,0.0,338.0,463.0,801.0,"(34.1794324, -118.3681338)"
4561,OXNARD ST,AT,CLEON AV,MAN,EV,September 16 2015,WED,5598.0,9156.0,0.0,0.0,14754.0,"(34.1794324, -118.3681338)"
4562,CADILLAC AV,AT,GARTH AV,AUTO,HW,September 17 2015,THU,6085.0,8482.0,0.0,0.0,14567.0,"(34.0387814, -118.3791552)"
4563,GARTH AV,N/O,CADILLAC AV,AUTO,HW,September 17 2015,THU,0.0,0.0,613.0,735.0,1348.0,"(34.0387814, -118.3791552)"
4564,GARTH AV,S/O,CADILLAC AV,AUTO,HW,September 17 2015,THU,0.0,0.0,440.0,388.0,828.0,"(34.0387814, -118.3791552)"
4565,EFFIE ST,W/O,SANBORN AV,AUTO,HW,September 21 2015,MON,1135.0,820.0,0.0,0.0,1955.0,"(34.0941755, -118.2793177)"
4566,EFFIE ST,E/O,SANBORN AV,AUTO,HW,September 21 2015,MON,1142.0,915.0,0.0,0.0,2057.0,"(34.0941755, -118.2793177)"
4567,HAUSER BL,AT,9th ST    ,AUTO,HW,September 21 2015,MON,0.0,0.0,8814.0,7869.0,16683.0,"(34.0614171, -118.3524259)"
4568,9th ST / JAMES M WOOD BL,AT,HAUSER BL,AUTO,HW,September 21 2015,MON,555.0,293.0,0.0,0.0,848.0,"(34.055818, -118.308908)"
